,code,concatsize,organic,name,RRP,brand,j,price,,,barcode,case size,unit size,unit,
1,561460,1x90bgs,organic,Try Me Samping Box,11.35,Pukka,,11.35,,0,,1,90,bgs,
1,561480,4x20bgs,organic,"After Dinner Tea - fennel, chicory, cardamom",2.49,Pukka,,7.45,,0,5065000523909,4,20,bgs,
1,561487,4x20bgs,organic,Blackcurrant Beauty,2.49,Pukka,,7.45,,0,5060229011077,4,20,bgs,
1,561490,4x20bgs,organic,"Chamomile, Vanilla & Manuka Honey",2.49,Pukka,,7.45,,0,5060229012241,4,20,bgs,
1,561495,4x20bgs,organic,Lemongrass & Ginger,2.49,Pukka,,7.45,,0,5065000523923,4,20,bgs,
1,561497,4x20bgs,organic,"Cleanse - nettle, fennel & aloe vera",2.49,Pukka,,7.45,,0,850835000498,4,20,bgs,
1,561499,4x20bgs,organic,Lemon Detox,2.49,Pukka,,7.45,,0,5060229012302,4,20,bgs,
1,561501,4x20bgs,organic,Elderberry & Echinacea,2.49,Pukka,,7.45,,0,5060229011473,4,20,bgs,
1,561502,4x20bgs,organic,"Detox - aniseed, fennel & licorice",2.49,Pukka,,7.45,,0,850835000122,4,20,bgs,
1,561504,4x20bgs,organic,"Lemon, Ginger & Manuka Honey",2.49,Pukka,,7.45,,0,5060229011534,4,20,bgs,
1,561505,4x20bgs,organic,"Revitalise - cinnamon, cardomom & ginger",2.49,Pukka,,7.45,,0,850835000016,4,20,bgs,
1,561506,4x20bgs,organic,Peppermint & Licorice,2.49,Pukka,,7.45,,0,5060229011107,4,20,bgs,
1,561508,4x20bgs,organic,"Mint Refresh - peppermint, fennel & rose",2.49,Pukka,,7.45,,0,5060229014832,4,20,bgs,
1,561510,4x20bgs,organic,"Relax - chamomile, fennel & marshmallow",2.49,Pukka,,7.45,,0,850835000030,4,20,bgs,
1,561511,4x20bgs,organic,Turmeric Active Herbal Tea,2.49,Pukka,,7.45,,0,5060519140753,4,20,bgs,
1,561513,4x20bgs,organic,Motherkind Baby Tea,2.49,Pukka,,7.45,,0,,4,20,bgs,
1,561514,4x20bgs,organic,Motherkind Pregnancy Tea,2.49,Pukka,,7.45,,0,,4,20,bgs,
1,561515,4x20bgs,organic,"Love - rose, chamomile & lavender",2.49,Pukka,,7.45,,0,850835000115,4,20,bgs,
1,561517,4x20bgs,organic,Licorice & Cinnamon,2.49,Pukka,,7.45,,0,5065000523930,4,20,bgs,
1,561520,4x20bgs,organic,Vanilla Spice Chai - cinnamon & sweet vanilla,2.49,Pukka,,7.45,,0,850835000726,4,20,bgs,
1,561527,4x20bgs,organic,Rooibos & Honeybush,2.49,Pukka,,7.45,,0,5060229012142,4,20,bgs,
1,561530,4x20bgs,organic,Night Time Tea,2.49,Pukka,,7.45,,0,5065000523183,4,20,bgs,
1,561532,4x20bgs,organic,Three Chamomile Tea,2.49,Pukka,,7.45,,0,5060229012562,4,20,bgs,
1,561535,4x20bgs,organic,Three Cinnamon Tea,2.49,Pukka,,7.45,,0,5060229011503,4,20,bgs,
1,561537,4x20bgs,organic,Three Fennel Tea,2.49,Pukka,,7.45,,0,5060229010049,4,20,bgs,
1,561540,4x20bgs,organic,Three Ginger Tea,2.49,Pukka,,7.45,,0,5065000523145,4,20,bgs,
1,561542,4x20bgs,organic,Three Licorice Tea,2.49,Pukka,,7.45,,0,5060229012043,4,20,bgs,
1,561545,4x20bgs,organic,Three Mint Tea,2.49,Pukka,,7.45,,0,5065000523138,4,20,bgs,
1,561550,4x20bgs,organic,Three Tulsi Tea,2.49,Pukka,,7.45,,0,5060229010056,4,20,bgs,
1,561554,4x20bgs,organic,Wild Apple Cinnamon with Ginger,2.49,Pukka,,7.45,,0,5060229011046,4,20,bgs,
1,561555,4x20bgs,organic,"Womankind - rose, vanilla & shatavari",2.49,Pukka,,7.45,,0,5060229012272,4,20,bgs,
1,561712,4x40bgs,organic,Rooibos Tea Bags,1.8,Tick Tock,r,5.4,,0,5032558000183,4,40,bgs,
1,561716,5x80bgs,organic,Rooibos Tea Bags,3.52,Tick Tock,r,13.2,,0,5032558000190,5,80,bgs,
1,561717,10x100g,organic,Rooibos Tea Loose,1.61,Tick Tock,r,12.1,,0,5032558003818,10,100,g,
1,561718,4x40bgs,organic,Green Rooibos Tea Bags,1.9,Tick Tock,r,5.7,,0,5032558003047,4,40,bgs,
1,561720,4x40bgs,,Rooibos Lemon & Ginger Tea Bags,1.9,Tick Tock,r,5.7,,0,5032558003252,4,40,bgs,
1,571505,4x15bgs,,Chamomile Tea,1.75,Dr Stuart's,,5.05,,0,811639000077,4,15,bgs,
1,571510,4x15bgs,,Peppermint Tea,1.75,Dr Stuart's,,5.05,,0,811639000060,4,15,bgs,
1,571520,4x15bgs,,Apple & Ginger Tea,2.6,Dr Stuart's,,7.8,,0,811639000015,4,15,bgs,
1,571523,4x15bgs,,Echinacea Plus,2.6,Dr Stuart's,,7.8,,0,811639000091,4,15,bgs,
1,571524,4x15bgs,,Detox Tea,2.6,Dr Stuart's,,7.8,,0,811639000176,4,15,bgs,
1,571530,4x15bgs,,Ginkgo Plus,2.6,Dr Stuart's,,7.8,,0,811639000190,4,15,bgs,
1,571531,4x15bgs,,Wild Fennel,1.75,Dr Stuart's,,5.05,,0,811639000039,4,15,bgs,
1,571535,4x15bgs,,Tranquility,2.6,Dr Stuart's,,7.8,,0,811639000022,4,15,bgs,
1,571538,4x15bgs,,Triple Ginseng Plus,2.6,Dr Stuart's,,7.8,,0,811639000183,4,15,bgs,
1,571540,4x15bgs,,Valerian Plus,2.6,Dr Stuart's,,7.8,,0,811639000046,4,15,bgs,
1,571705,6x17bgs,organic,Bedtime Tea,2.39,Yogi Tea,,10.75,,0,4012824402485,6,17,bgs,
1,571707,6x17bgs,organic,Detox Tea,2.04,Yogi Tea,r,9.15,,0,4012824402492,6,17,bgs,
1,571710,6x17bgs,organic,Echinacea Tea,2.04,Yogi Tea,r,9.15,,0,4012824402522,6,17,bgs,
1,571712,6x17bgs,organic,Ginger Lemon Tea,2.39,Yogi Tea,,10.75,,0,4012824402508,6,17,bgs,
1,571715,6x17bgs,organic,Ginger Orange Vanilla Tea,2.39,Yogi Tea,,10.75,,0,4012824402546,6,17,bgs,
1,571717,6x17bgs,organic,Licorice Mint,2.39,Yogi Tea,,10.75,,0,4012824402447,6,17,bgs,
1,571720,6x17bgs,organic,Stomach-Ease Tea,2.39,Yogi Tea,,10.75,,0,4012824402478,6,17,bgs,
1,571722,6x17bgs,organic,Throat Comfort Tea,2.04,Yogi Tea,r,9.15,,0,4012824402515,6,17,bgs,
1,571725,6x17bgs,organic,Sweet Chai Yogi Tea,2.39,Yogi Tea,,10.75,,0,4012824402454,6,17,bgs,
1,571727,6x17bgs,organic,Sweet Chili Mexican Spice Yogi Tea,2.39,Yogi Tea,,10.75,,0,4012824402430,6,17,bgs,
1,571728,6x17bgs,organic,Turmeric Chai Yogi Tea,2.39,Yogi Tea,,10.75,,0,4012824404168,6,17,bgs,
1,571730,6x17bgs,organic,Women's Energy Tea,2.39,Yogi Tea,,10.75,,0,4012824402539,6,17,bgs,
1,571731,6x18bgs,organic,The Finest Selection Tea Bags,2.69,Yogi Tea,,12.1,,0,4012824402881,6,18,bgs,
1,571732,6x17bgs,organic,Classic Blend Yogi Tea,2.39,Yogi Tea,,10.75,,0,4012824402409,6,17,bgs,
1,571733,6x18bgs,organic,Wellness Collection,2.69,Yogi Tea,,12.1,,0,4012824403628,6,18,bgs,
1,571735,6x17bgs,organic,Chocolate Blend Yogi Tea,2.39,Yogi Tea,,10.75,,0,4012824402416,6,17,bgs,
1,571737,6x17bgs,organic,Licquorice Blend Yogi Tea,2.39,Yogi Tea,,10.75,,0,4012824402423,6,17,bgs,
1,571740,6x17bgs,organic,Rose Tea,2.39,Yogi Tea,,10.75,,0,4012824402461,6,17,bgs,
1,571883,6x17bgs,organic,Green Balance Tea,2.39,Yogi Tea,,10.75,,0,4012824401914,6,17,bgs,
1,571885,6x17bgs,organic,Green Energy Tea,2.39,Yogi Tea,,10.75,,0,4012824401969,6,17,bgs,
1,571890,6x17bgs,organic,Green Jasmine Tea,2.39,Yogi Tea,,10.75,,0,4012824402003,6,17,bgs,
1,571892,6x17bgs,organic,Green Ginger Lemon Tea,2.39,Yogi Tea,,10.75,,0,4012824402058,6,17,bgs,
1,571895,6x17bgs,organic,Green Matcha Lemon Tea,2.39,Yogi Tea,,10.75,,0,4012824403277,6,17,bgs,
1,571898,6x17bgs,organic,White Tea with Aloe Vera,2.39,Yogi Tea,,10.75,,0,4012824403741,6,17,bgs,
1,571905,6x20bgs,demeter,Camomile Tea,1.44,Essential,,6.5,,0,5029220908199,6,20,bgs,
1,571910,6x20bgs,demeter,Camomile & Spearmint Tea,1.44,Essential,,6.5,,0,5029220908595,6,20,bgs,
1,571915,6x20bgs,demeter,Fennel Seed Tea,1.44,Essential,,6.5,,0,5029220908397,6,20,bgs,
1,571920,6x20bgs,demeter,Hibiscus Tea,1.44,Essential,,6.5,,0,5029220908496,6,20,bgs,
1,571925,6x20bgs,demeter,Peppermint & Spearmint Tea,1.44,Essential,,6.5,,0,5029220908694,6,20,bgs,
1,571930,6x20bgs,demeter,Peppermint Tea,1.44,Essential,,6.5,,0,5029220908298,6,20,bgs,
1,571936,24p,organic,Shopping Bags promo,,Yogi Tea,r,,,0,4012824732223,,24,p,
1,571938,6x1plus1p,organic,Duo Pack Detox/Bedtime Rooibos Vanilla,3.89,Yogi Tea,,17.5,,0,4012824403437,6,11,p,
1,571939,6x1plus1p,organic,Duo Pack Licorice/Choco Mint,3.89,Yogi Tea,,17.5,,0,,6,11,p,
1,571940,6x1p,organic,Classic Gift Pack with Cup,8.99,Yogi Tea,,33.7,V,6.74,4012824721944,6,1,p,
1,571951,6x17bgs,organic,Bedtime Rooibos Vanilla Tea,2.39,Yogi Tea,,10.75,,0,4012824402263,6,17,bgs,
1,571955,6x17bgs,organic,Breathe Deep Tea,2.04,Yogi Tea,r,9.15,,0,4012824401037,6,17,bgs,
1,571960,6x17bgs,organic,Relax Tea,2.39,Yogi Tea,,10.75,,0,4012824401167,6,17,bgs,
1,571973,6x17bgs,organic,Well Being Tea,2.39,Yogi Tea,,10.75,,0,4012824401587,6,17,bgs,
1,571976,6x17bgs,organic,Inner Harmony,2.39,Yogi Tea,,10.75,,0,4012824403796,6,17,bgs,
1,571977,6x17bgs,organic,Heartwarming Tea,2.39,Yogi Tea,,10.75,,0,4012824401723,6,17,bgs,
1,571978,6x17bgs,organic,Lime Mint Tea,2.39,Yogi Tea,,10.75,,0,4012824500921,6,17,bgs,
1,571979,6x17bgs,organic,Immune Support,2.04,Yogi Tea,r,9.15,,0,4012824403222,6,17,bgs,
1,571980,6x17bgs,organic,Men's Tea,2.39,Yogi Tea,,10.75,,0,4012824401389,6,17,bgs,
1,571981,6x17bgs,organic,Ginger Tea,2.39,Yogi Tea,,10.75,,0,4012824529519,6,17,bgs,
1,571984,6x17bgs,organic,Detox with Lemon Tea,2.04,Yogi Tea,r,9.15,,0,4012824401860,6,17,bgs,
1,571995,6x17bgs,organic,Women's Tea,2.39,Yogi Tea,,10.75,,0,4012824528406,6,17,bgs,
1,571996,6x17bgs,organic,Women's Balance Tea,2.39,Yogi Tea,,10.75,,0,4012824401631,6,17,bgs,
1,572003,6x17bgs,organic,Rooibos Yogi Tea,2.39,Yogi Tea,,10.75,,0,4012824500252,6,17,bgs,
1,572008,6x17bgs,organic,Choco Chili Yogi Tea,2.39,Yogi Tea,,10.75,,0,4012824500399,6,17,bgs,
1,572009,6x17bgs,organic,Choco Mint Yogi Tea,2.39,Yogi Tea,,10.75,,0,4012824402850,6,17,bgs,
1,572010,6x17bgs,organic,Himalayan Blend Yogi Tea,2.39,Yogi Tea,,10.75,,0,4012824500108,6,17,bgs,
1,572055,8x90g,organic,Loose Classic Chai,2.95,Yogi Tea,,17.7,,0,4012824529274,8,90,g,
1,572057,8x90g,organic,Loose Choco Chai,2.95,Yogi Tea,,17.7,,0,4012824529366,8,90,g,
1,572060,8x90g,organic,Loose Ginger Lemon Chai,2.95,Yogi Tea,,17.7,,0,4012824529380,8,90,g,
1,572065,8x90g,organic,Loose Himalaya Chai,2.95,Yogi Tea,,17.7,,0,4012824529304,8,90,g,
1,572067,5p,,"Yogi Tea ""Feel good..."" Point of Sale Booklets free of charge - please quote code:",,Clearspring,,,,0,,,5,p,
1,572490,6x50bgs,,Camomile - 50's,3.09,Heath and Heather,,13.9,,0,5060123609042,6,50,bgs,
1,572492,6x50bgs,,Fennel - 50's,3.09,Heath and Heather,,13.9,,0,5060123609110,6,50,bgs,
1,572493,6x50bgs,,Nettle - 50's,3.09,Heath and Heather,,13.9,,0,5060123609059,6,50,bgs,
1,572495,6x50bgs,,Night Time - 50's,3.09,Heath and Heather,,13.9,,0,5060123609073,6,50,bgs,
1,572497,6x50bgs,,Peppermint - 50's,3.09,Heath and Heather,,13.9,,0,5060123609080,6,50,bgs,
1,575010,10x40bgs,organic,11 O'clock Rooibosch Tea Bags,2.9,Wistbray,,21.75,,0,6001478058061,10,40,bgs,
1,575015,5x80bgs,organic,11 O'clock Rooibosch Tea Bags,5.12,Wistbray,,19.2,,0,6001478058054,5,80,bgs,
1,580305,6x125g,organic,Assam - loose,2.53,Clipper,,11.4,,0,5021991444067,6,125,g,
1,580310,6x50bgs,organic,Assam Tea Bags,2.53,Clipper,,11.4,,0,5021991000225,6,50,bgs,
1,580313,6x125g,organic,Earl Grey Loose,2.53,Clipper,,11.4,,0,5021991444036,6,125,g,
1,580315,6x50bgs,organic,Earl Grey Tea Bags - 50's,2.59,Clipper,,11.65,,0,5021991000331,6,50,bgs,
1,580317,6x40bgs,organic,Everyday Tea Bags,1.69,Clipper,,7.6,,0,5021991223402,6,40,bgs,
1,580318,6x80bgs,organic,Earl Grey Tea Bags - 80's,3.49,Clipper,,15.7,,0,5021991938542,6,80,bgs,
1,580320,250bgs,organic,Earl Grey - food service,,Clipper,,14.4,,0,,,250,bgs,
1,580324,6x125g,organic,Breakfast Tea Loose,2.53,Clipper,,11.4,,0,5021991444043,6,125,g,
1,580325,6x40bgs,organic,Breakfast 40 Tea Bags,2.53,Clipper,,11.4,,0,5021991000119,6,40,bgs,
1,580326,6x80bgs,organic,Everyday Tea Bags,2.79,Clipper,,12.55,,0,5021991113673,6,80,bgs,
1,580332,6x40bgs,organic,Everyday Decaffeinated Tea Bags,2.69,Clipper,,12.1,,0,5021991100048,6,40,bgs,
1,580340,4x20bgs,organic,Traditional Indian Chai Bags,2.1,Dragonfly,,6.3,,0,5032558000305,4,20,bgs,
1,580345,4x20bgs,organic,Emerald Mountain Green Tea,1.8,Dragonfly,,5.4,,0,5032558000503,4,20,bgs,
1,580346,4x20bgs,organic,Moroccan Mint Green Tea Bags,2.05,Dragonfly,,6.15,,0,5032558000701,4,20,bgs,
1,580347,4x20bgs,organic,Moonlight Jasmine Green Tea Bags,1.8,Dragonfly,,5.4,,0,5032558000626,4,20,bgs,
1,580349,4x20bgs,organic,Skinny Dragon Pu'er Tea Bags,2.1,Dragonfly,,6.3,,0,5032558001302,4,20,bgs,
1,580350,4x20bgs,organic,Swirling Mist White Tea Bags,2.28,Dragonfly,,6.85,,0,5032558000800,4,20,bgs,
1,580393,6x25bgs,organic,Green Tea Bags with Ginseng,2.09,Qi,,9.4,,0,65378317938,6,25,bgs,
1,580395,6x100g,organic,Green Tea Loose (Chun Mee),2.39,Qi,,10.75,,0,653783000097,6,100,g,
1,580397,6x25bgs,organic,Green Tea Bags,1.69,Qi,,7.6,,0,653783000257,6,25,bgs,
1,580398,6x25bgs,organic,Green Tea Bags with Lemon,1.69,Qi,,7.6,,0,653783000318,6,25,bgs,
1,580399,6x25bgs,organic,Green Tea Bags & Mint,1.69,Qi,,7.6,,0,65378315934,6,25,bgs,
1,580400,12x80bgs,organic,Ridgway Tea Bags,2.59,Ridgways,,23.3,,0,5060123606010,12,80,bgs,
1,580401,6x25bgs,organic,Green Tea Bags with Ginger,2.09,Qi,,9.4,,0,65378318935,6,25,bgs,
1,580402,6x25bgs,organic,Green Tea Bags Detox,2.09,Qi,,9.4,,0,653783000370,6,25,bgs,
1,580403,6x25bgs,organic,Green Tea Bags with Ginkgo Biloba,2.09,Qi,,9.4,,0,653783000356,6,25,bgs,
1,580405,6x100g,organic,Gunpowder Pearl Green Tea loose,2.39,Qi,,10.75,,0,65378353899,6,100,g,
1,580407,6x100g,organic,Loose Jasmine Green Tea,2.39,Qi,,10.75,,0,65378353684,6,100,g,
1,580410,6x25bgs,organic,Green Tea Bags with Jasmine,1.69,Qi,,7.6,,0,653783000295,6,25,bgs,
1,580415,6x25bgs,organic,White Tea Bags,1.89,Qi,,8.5,,0,653783000288,6,25,bgs,
1,580416,6x25bgs,organic,White & Spicy Tea Bags,1.89,Qi,,8.5,,0,653783000332,6,25,bgs,
1,580417,6x20bgs,organic,Green Tea with Blueberry Tea Bags,1.69,Qi,,7.6,,0,653783000141,6,20,bgs,
1,580422,6x17bgs,organic,Black Chai Yogi Tea,2.39,Yogi Tea,,10.75,,0,4012824400658,6,17,bgs,
1,580423,6x17bgs,organic,Green Chai Yogi Tea,2.39,Yogi Tea,,10.75,,0,4012824500723,6,17,bgs,
1,580424,6x17bgs,organic,Assam Sweet Mint Tea,2.39,Yogi Tea,,10.75,,0,4012824400443,6,17,bgs,
1,580425,6x17bgs,organic,Sweet Lemon Maté Tea,2.39,Yogi Tea,,10.75,,0,4012824400498,6,17,bgs,
1,580426,6x17bgs,organic,Positive Energy Cranberry Hibiscus Tea,2.39,Yogi Tea,,10.75,,0,4012824402218,6,17,bgs,
1,580427,6x20bgs,organic,Acai Berry Oolong & Pu'Erh Tea Bags,2.09,Qi,,9.4,,0,653783000080,6,20,bgs,
1,580428,6x20bgs,organic,Digestif Oolong Tea Bags,2.09,Qi,,9.4,,0,653783000073,6,20,bgs,
1,580429,6x20bgs,organic,White Tea with Goji Berry Tea Bags,1.89,Qi,,8.5,,0,653783000479,6,20,bgs,
1,580442,6x20bgs,organic,Green Tea Bags & Matcha - New!,1.78,Qi,r,8,,0,653783000707,6,20,bgs,
1,580444,6x20bgs,organic,Green Tea Bags Ginseng & Matcha - New!,1.78,Qi,r,8,,0,653783000721,6,20,bgs,
1,580446,6x20bgs,organic,Green Tea Bags Turmeric & Matcha - New!,1.78,Qi,r,8,,0,653783000714,6,20,bgs,
1,580455,6x100g,demeter,Green Tea Loose - Single Estate,6.99,Hampstead,,31.45,,0,813427000085,6,100,g,
1,580459,6x100g,demeter,Earl Grey Loose,6.99,Hampstead,,31.45,,0,813427000078,6,100,g,
1,580464,6x100g,demeter,English Breakfast Loose,6.99,Hampstead,,31.45,,0,813427000467,6,100,g,
1,580465,6x100g,demeter,First Flush Loose,10,Hampstead,,44.95,,0,813427000115,6,100,g,
1,580466,4x20g,organic,Energy Chai - spiced black tea bags,2.59,Hampstead,,7.75,,0,813427000948,4,20,g,
1,580467,4x20g,organic,Karma Chai - spiced herb tea bags,2.59,Hampstead,,7.75,,0,813427000986,4,20,g,
1,580468,4x20g,organic,Life Chai - spiced green tea bags,2.59,Hampstead,,7.75,,0,813427000979,4,20,g,
1,580470,6x100g,demeter,Darjeeling Loose,6.98,Hampstead,,31.4,,0,813427000092,6,100,g,
1,580473,4x20bgs,organic,Lemon & Orange Black Tea Bags,2.58,Hampstead,,7.75,,0,813427000825,4,20,bgs,
1,580475,6x50g,demeter,Oolong Loose,6.99,Hampstead,,31.45,,0,813427000108,6,50,g,
1,580476,4x20bgs,organic,Raspberry Darjeeling Tea Bags,2.58,Hampstead,,7.75,,0,813427000849,4,20,bgs,
1,580478,4x20bgs,demeter,Vanilla Black Tea Bags,2.58,Hampstead,,7.75,,0,813427000818,4,20,bgs,
1,580480,6x40g,demeter,White Tea Loose,9.99,Hampstead,,44.95,,0,813427000290,6,40,g,
1,580481,4x20bgs,organic,Black Tea Bags Selection Pack,2.68,Hampstead,,8.05,,0,813427000801,4,20,bgs,
1,580482,4x20bgs,organic,Green Tea Bags Selection Pack,2.68,Hampstead,,8.05,,0,813427000856,4,20,bgs,
1,580483,4x20bgs,organic,Assam Tea Bags,2.48,Hampstead,,7.45,,0,813427000795,4,20,bgs,
1,580484,4x20bgs,demeter,Green Tea Bags - Fair Trade,2.48,Hampstead,,7.45,,0,813427000726,4,20,bgs,
1,580485,4x20bgs,organic,Cocoa Green Tea Bags,2.48,Hampstead,,7.45,,0,813427000962,4,20,bgs,
1,580486,4x20bgs,demeter,Ginger Green Tea Bags,2.48,Hampstead,,7.45,,0,813427000955,4,20,bgs,
1,580487,4x20bgs,organic,Jasmine Green Tea Bags,2.48,Hampstead,,7.45,,0,813427000771,4,20,bgs,
1,580488,4x20bgs,demeter,Lime Green Tea Bags,2.48,Hampstead,,7.45,,0,813427000788,4,20,bgs,
1,580489,4x20bgs,demeter,Mint Green Tea Bags,2.48,Hampstead,,7.45,,0,813427000757,4,20,bgs,
1,580490,4x20bgs,demeter,Earl Grey Tea Bags - Fair Trade,2.48,Hampstead,,7.45,,0,813427000719,4,20,bgs,
1,580491,4x20bgs,organic,English Breakfast Tea Bags - Fair Trade,2.48,Hampstead,,7.45,,0,813427000702,4,20,bgs,
1,580492,4x20bgs,organic,Strong English Breakfast Tea Bags - Fair Trade,2.48,Hampstead,,7.45,,0,813427000931,4,20,bgs,
1,580493,4x20bgs,demeter,Darjeeling Bags - Fair Trade,2.48,Hampstead,,7.45,,0,813427000733,4,20,bgs,
1,580510,6x100g,demeter,Darjeeling Loose - in tins,4.99,Hampstead,,22.45,,0,813427000528,6,100,g,
1,580515,6x100g,demeter,Earl Grey Loose - in tins,4.99,Hampstead,,22.45,,0,813427000535,6,100,g,
1,580520,6x100g,demeter,English Breakfast Loose - in tins,4.99,Hampstead,,22.45,,0,813427000559,6,100,g,
1,580615,4x20bgs,organic,Green Collection,2.99,Pukka,,8.95,,0,,4,20,bgs,
1,580620,4x20bgs,organic,Supreme Green Matcha Tea Bags - Fair Trade,2.79,Pukka,,8.35,,0,5060229012005,4,20,bgs,
1,580651,4x20bgs,organic,Clean Matcha Green Tea Bags,2.79,Pukka,,8.35,,0,5060229014436,4,20,bgs,
1,580654,4x20bgs,organic,Ginseng Matcha Green Tea Bags,2.79,Pukka,,8.35,,0,5060229014528,4,20,bgs,
1,580656,4x20bgs,organic,Mint Matcha Green Tea Bags,2.79,Pukka,,8.35,,0,5060229014467,4,20,bgs,
1,580657,4x20bgs,organic,Lean Matcha Green Tea Bags,2.79,Pukka,,8.35,,0,5060519140807,4,20,bgs,
1,580662,4x20bgs,organic,Sweet Vanilla Green Tea Bags,2.79,Pukka,,8.35,,0,5060229014498,4,20,bgs,
1,580663,4x20bgs,organic,Wonder Berry Green Tea Bags,2.79,Pukka,,8.35,,0,,4,20,bgs,
1,580665,4x20bgs,organic,Turmeric Gold Tea Bags,2.49,Pukka,,7.45,,0,5060229014559,4,20,bgs,
1,581015,4x20bgs,organic,Golden Himalaya Darjeeling Tea Bags,2.05,Dragonfly,,6.15,,0,5032558000909,4,20,bgs,
1,581020,4x20bgs,organic,Classic Earl Grey Tea Bags,2.05,Dragonfly,,6.15,,0,5032558001203,4,20,bgs,
1,581025,4x20bgs,organic,Traditional English Breakfast Tea Bags,2.05,Dragonfly,,6.15,,0,5032558001104,4,20,bgs,
1,581030,4x20bgs,organic,Elegant English Breakfast,2.49,Pukka,,7.45,,0,5060229011565,4,20,bgs,
1,581032,4x20bgs,organic,Gorgeous Earl Grey,2.49,Pukka,,7.45,,0,5060229011589,4,20,bgs,
1,581050,4x20bgs,organic,Black Spice Chai - cinnamon & cardamom,2.49,Pukka,,7.45,,0,8508350007190,4,20,bgs,
1,581060,4x20bgs,organic,Star Anise & Cinnamon,2.49,Pukka,,7.45,,0,5060229012173,4,20,bgs,
1,590636,6x80bgs,organic,Pure Green 80 Fairtrade - bags,3.89,Clipper,,17.5,,0,5021991940989,6,80,bgs,
1,590638,6x20bgs,organic,Pure Green Fairtrade - bags,1.93,Clipper,,8.7,,0,5021991941009,6,20,bgs,
1,590641,6x20bgs,organic,Green Tea with Lemon Bags,2.13,Clipper,,9.6,,0,5021991941030,6,20,bgs,
1,590644,6x100g,organic,Green Tea - loose - Fair Trade,2.65,Clipper,,11.9,,0,5021991939990,6,100,g,
1,590646,6x20bgs,organic,Green Tea + Aloe Vera Teabags,2.38,Clipper,,10.7,,0,5021991999161,6,20,bgs,
1,590647,6x20bgs,organic,Green Chai Tea Bags,2.3,Clipper,,10.3,,0,5021991999154,6,20,bgs,
1,590649,6x50bgs,organic,Green Teabags - 50's,2.69,Clipper,,12.1,,0,5021991937170,6,50,bgs,
1,590650,6x20bgs,organic,Indian Chai Tea Bags,1.9,Clipper,,8.55,,0,5021991000553,6,20,bgs,
1,590681,6x26bgs,organic,White Tea Bags with Peppermint,1.9,Clipper,,8.55,,0,5021991090813,6,26,bgs,
1,590682,6x26bgs,organic,26 bag White Tea Bags,1.9,Clipper,,8.55,,0,5021991999710,6,26,bgs,
1,590684,6x26bgs,organic,White Tea Bags with Orange,1.9,Clipper,,8.55,,0,5021991999802,6,26,bgs,
1,590685,6x26bgs,organic,White Tea Bags with Raspberry,1.9,Clipper,,8.55,,0,5021991999765,6,26,bgs,
1,590689,6x26bgs,organic,White Tea Bags with Vanilla,1.9,Clipper,,8.55,,0,5021991999864,6,26,bgs,
1,590706,6x20bgs,organic,Decaffeinated Green Tea Bags,2.13,Clipper,,9.6,,0,5021991941054,6,20,bgs,
1,590795,6x40bgs,,Clipper Fairtrade Everyday Tea Bags,1.69,Clipper,,7.6,,0,5021991222405,6,40,bgs,
1,590803,6x80bgs,,Clipper Fairtrade Everyday Tea Bags,2.79,Clipper,,12.55,,0,5021991222009,6,80,bgs,
1,590810,6x100bgs,,Fairtrade Everyday Tea Bags - food service,3.71,Clipper,,22.25,,0,5021991600111,6,100,bgs,
1,590907,6x20bgs,organic,Echinacea Tea,2.19,Heath and Heather,,9.85,,0,5060123609462,6,20,bgs,
1,590908,6x20bgs,organic,Nettle Tea,2.19,Heath and Heather,,9.85,,0,5060123608908,6,20,bgs,
1,590910,6x20bgs,organic,Peppermint Tea,2.19,Heath and Heather,,9.85,,0,5060123609523,6,20,bgs,
1,591010,4x15bgs,organic,Cinnamon,2.29,Higher Living,,6.85,,0,811639040059,4,15,bgs,
1,591017,4x15bgs,organic,Ginger Kick,2.29,Higher Living,,6.85,,0,811639040073,4,15,bgs,
1,591020,4x15bgs,organic,Licorice,2.29,Higher Living,,6.85,,0,811639040042,4,15,bgs,
1,591022,4x15bgs,organic,Purity,2.29,Higher Living,,6.85,,0,811639040011,4,15,bgs,
1,591023,4x15bgs,organic,Sweet Chai,2.29,Higher Living,,6.85,,0,811639040110,4,15,bgs,
1,591025,4x15bgs,organic,Very Berry,2.29,Higher Living,,6.85,,0,811639040066,4,15,bgs,
1,591027,4x15bgs,organic,Vitality,2.29,Higher Living,,6.85,,0,811639040035,4,15,bgs,
1,591037,4x15bgs,organic,Golden Turmeric,2.29,Higher Living,,6.85,,0,5060319129491,4,15,bgs,
1,591045,4x15bgs,organic,Cocoa & Chilli,2.29,Higher Living,,6.85,,0,5060319120139,4,15,bgs,
1,591105,4x40bgs,organic,Original Rooibos,2.78,Kromland Farm,,8.35,,0,811639040172,4,40,bgs,
1,591107,4x40bgs,organic,Rooibos Earl Grey,2.78,Kromland Farm,,8.35,,0,811639040189,4,40,bgs,
1,591110,4x40bgs,organic,Rooibos Vanilla,2.78,Kromland Farm,,8.35,,0,811639040196,4,40,bgs,
1,591145,5x80bgs,,China Green Tea Pure & Simple - 80's,1.75,Qi,,6.55,,0,65378320433,5,80,bgs,
