,code,concatsize,organic,name,RRP,brand,j,price,,,barcode,case size,unit size,unit,
1,130370,8x500g,organic,Brown Rice Penne,2.99,Doves Farm,,17.95,,0,5011766666633,8,500,g,
1,130375,12x500g,organic,Brown Rice Spaghetti,2.99,Doves Farm,,26.95,,0,5011766666619,12,500,g,
1,130380,8x500g,organic,Maize and Rice Fusilli,2.49,Doves Farm,,14.95,,0,5011766666114,8,500,g,
1,130385,8x500g,organic,Maize and Rice Penne,2.49,Doves Farm,,14.95,,0,5011766666121,8,500,g,
1,130395,12x500g,organic,Maize and Rice Spaghetti,2.49,Doves Farm,,22.4,,0,5011766666138,12,500,g,
1,130450,6x250g,organic,Rice Quinoa Fusilli,3.29,BioFair,,14.8,,0,5032722307674,6,250,g,
1,130451,6x250g,organic,Rice Quinoa Red & White Fusilli,3.49,BioFair,,15.7,,0,5032722315532,6,250,g,
1,130452,12x250g,organic,Rice Quinoa Spaghetti,3.29,BioFair,,29.6,,0,5032722307667,12,250,g,
1,130705,6x200g,organic,Black Bean Spaghetti,3.29,Explore Asian,,14.8,,0,7640164290089,6,200,g,
1,130707,6x200g,organic,Edamame Bean Spaghetti,3.29,Explore Asian,,14.8,,0,7640164290126,6,200,g,
1,130710,6x200g,organic,Soybean Spaghetti,3.29,Explore Asian,,14.8,,0,7640164290003,6,200,g,
1,130715,6x200g,organic,Edamame & Mung Bean Fettuccini,3.29,Explore Asian,,14.8,,0,7640164290041,6,200,g,
1,130970,12x250g,organic,Chickpea Penne with Corn,2.49,La Bio-Idea,,22.4,,0,8718976016001,12,250,g,
1,130975,12x250g,organic,Red Lentil Fusilli,3.82,La Bio-Idea,,34.4,,0,8718976016025,12,250,g,
1,131001,12x250g,organic,Wholewheat Lasagne,1.58,La Bio-Idea,,14.25,,0,8015602000466,12,250,g,
1,131002,12x500g,organic,Wholewheat Linguine,1.3,La Bio-Idea,,11.7,,0,8015602000541,12,500,g,
1,131005,12x500g,organic,Wholewheat Macaroni Gomitini,1.3,La Bio-Idea,,11.7,,0,8015602000022,12,500,g,
1,131010,12x500g,organic,Wholewheat Macaroni Penne,1.3,La Bio-Idea,,11.7,,0,8015602000404,12,500,g,
1,131015,12x500g,organic,Wholewheat Shells,1.3,La Bio-Idea,,11.7,,0,8015602000114,12,500,g,
1,131020,12x500g,organic,Wholewheat Spaghetti,1.3,La Bio-Idea,,11.7,,0,8015602000039,12,500,g,
1,131025,12x500g,organic,Wholewheat Fusilli,1.3,La Bio-Idea,,11.7,,0,8015602000107,12,500,g,
1,131030,12x500g,organic,Wholewheat Tagliatelle,1.3,La Bio-Idea,,11.7,,0,8015602000374,12,500,g,
1,131045,12x250g,organic,Lasagne Verde,1.58,La Bio-Idea,,14.25,,0,8015602000398,12,250,g,
1,131052,12x250g,organic,White Lasagne (no pre-cooking),1.58,La Bio-Idea,,14.25,,0,8015602000367,12,250,g,
1,131290,12x500g,organic,White Alphabetti (Alphabet),2.39,Terra E Cielo,,21.5,,0,8013034002058,12,500,g,
1,131301,12x500g,organic,White Cavatappi (Hollow Twist),1.99,Terra E Cielo,,17.9,,0,8013034001150,12,500,g,
1,131303,6x500g,organic,White Conchiglioni (Large shells),3.09,Terra E Cielo,,13.9,,0,8013034003413,6,500,g,
1,131306,20x500g,organic,White Spaghetti,1.99,Terra E Cielo,,29.8,,0,8013034001167,20,500,g,
1,131310,20x500g,organic,Wholewheat Spaghetti & Nettles,2.39,Terra E Cielo,,35.9,,0,8013034001327,20,500,g,
1,131312,20x500g,organic,White Linguine (Flat Spaghetti),1.99,Terra E Cielo,,29.8,,0,8013034001174,20,500,g,
1,131317,12x500g,organic,Wholewheat Fusilli (Spirals),1.79,Terra E Cielo,,16.1,,0,8013034001846,12,500,g,
1,131318,12x500g,organic,White Fusilli with Spinach,2.49,Terra E Cielo,,22.45,,0,8013034001488,12,500,g,
1,131323,12x500g,organic,Wholewheat Gnocchi (Shells),1.79,Terra E Cielo,,16.1,,0,8013034001129,12,500,g,
1,131327,6x500g,organic,White Pappardelle (Large Nests),2.79,Terra E Cielo,,12.55,,0,8013034005004,6,500,g,
1,131340,20x500g,organic,Spelt Spaghetti (whole),2.99,Terra E Cielo,,44.8,,0,8013034001709,20,500,g,
1,131343,12x500g,organic,White Trenne ∆ tubes,2.19,Terra E Cielo,,19.7,,0,8013034004168,12,500,g,
1,131350,20x500g,organic,Wholewheat Linguine (Flat Spaghetti),1.79,Terra E Cielo,,26.8,,0,8013034001839,20,500,g,
1,131505,6x500g,organic,Kamut Penne,3.95,Lima,,17.75,,0,5411788037167,6,500,g,
1,131510,6x500g,organic,Kamut Spaghetti,3.95,Lima,,17.75,,0,5411788037143,6,500,g,
1,131515,6x500g,organic,Kamut Spirelli,3.95,Lima,,17.75,,0,5411788039192,6,500,g,
1,131520,6x500g,organic,Kamut Tagliatelli,3.95,Lima,,17.75,,0,5411788037181,6,500,g,
1,131680,12x500g,organic,Wholewheat Spaghetti,1.65,Organico,,14.85,,0,5034210120024,12,500,g,
1,131690,12x500g,organic,Wholewheat Penne (quill),1.95,Organico,,17.55,,0,5034210120048,12,500,g,
1,132105,12x300g,organic,Red Lentil Fusilli,3.49,Profusion,,31.4,,0,5032722314801,12,300,g,
1,132107,12x300g,organic,Red Lentil & Flax Penne,3.69,Profusion,,33.2,,0,5032722315587,12,300,g,
1,132110,12x300g,organic,Chickpea Fusilli,3.49,Profusion,,31.4,,0,5032722314818,12,300,g,
1,132113,12x300g,organic,Chickpea & Flax Penne,3.69,Profusion,,33.2,,0,5032722315594,12,300,g,
1,132205,12x500g,organic,Brown Rice Elbows,3.95,Rizopia,,35.6,,0,5060098300098,12,500,g,
1,132207,12x500g,organic,Brown Rice Fantasia,3.95,Rizopia,,35.6,,0,5060098300128,12,500,g,
1,132210,12x500g,organic,Brown Rice Fettuccine,3.95,Rizopia,,35.6,,0,5060098300036,12,500,g,
1,132215,12x500g,organic,Brown Rice Fusilli,3.95,Rizopia,,35.6,,0,5060098300050,12,500,g,
1,132217,12x375g,organic,Brown Rice Lasagne,3.95,Rizopia,,35.6,,0,5060098300142,12,375,g,
1,132220,12x500g,organic,Brown Rice Penne,3.95,Rizopia,,35.6,,0,5060098300074,12,500,g,
1,132225,12x500g,organic,Brown Rice Spaghetti,3.95,Rizopia,,35.6,,0,5060098300012,12,500,g,
1,140105,12x500g,organic,White Conchiglie,1.69,Biona,,15.2,,0,5032722304512,12,500,g,
1,140110,12x500g,organic,White Farfalline,1.69,Biona,,15.2,,0,5032722304536,12,500,g,
1,140115,12x500g,organic,White Fusilli,1.69,Biona,,15.2,,0,5032722304499,12,500,g,
1,140120,12x500g,organic,White Fusilli Tricolore,1.96,Biona,,17.6,,0,5032722304543,12,500,g,
1,140122,12x250g,organic,White Lasagne,1.69,Biona,,15.2,,0,5032722308428,12,250,g,
1,140123,12x500g,organic,White Macaroni,1.69,Biona,,15.2,,0,5032722310063,12,500,g,
1,140125,12x500g,organic,White Penne,1.69,Biona,,15.2,,0,5032722304482,12,500,g,
1,140127,12x500g,organic,White Rigatoni,1.69,Biona,,15.2,,0,5032722308855,12,500,g,
1,140130,12x500g,organic,White Spaghetti,1.69,Biona,,15.2,,0,5032722304475,12,500,g,
1,140165,10x500g,organic,White Spelt Spaghetti - straight,2.89,Biona,,21.65,,0,5032722309234,10,500,g,
1,140170,10x500g,organic,White Spelt Fusilli,2.89,Biona,,21.65,,0,5032722309258,10,500,g,
1,140175,10x500g,organic,White Spelt Penne,2.89,Biona,,21.65,,0,5032722309241,10,500,g,
1,140177,12x250g,organic,White Spelt Tagliatelle - small,1.99,Biona,,17.9,,0,5032722310094,12,250,g,
1,140179,12x250g,organic,White Spelt Fusilli Tricolore - small,2.09,Biona,,18.8,,0,5032722311121,12,250,g,
1,140180,12x250g,organic,White Spelt Spinach Tagliatelli - small,2.09,Biona,,18.8,,0,5032722311107,12,250,g,
1,140190,10x350g,organic,Artisanal White Spelt Farfalle,4.69,Biona,,35.15,,0,5032722311466,10,350,g,
1,140205,10x350g,organic,Artisanal White Spelt Spaghetti - looped,4.69,Biona,,35.15,,0,5032722311442,10,350,g,
1,140210,10x350g,organic,Artisanal White Spelt Tagliatelle - looped,4.69,Biona,,35.15,,0,5032722311459,10,350,g,
1,140300,8x250g,organic,Red Lentil & Brown Rice Fusilli,2.89,Clearspring,,17.3,,0,5021554003595,8,250,g,
1,140305,8x250g,organic,Green Pea & Quinoa Fusilli,2.89,Clearspring,,17.3,,0,5021554003571,8,250,g,
1,140310,8x250g,organic,Brown Rice with Quinoa & Amaranth  Penne,2.89,Clearspring,,17.3,,0,5021554003557,8,250,g,
1,140315,8x250g,organic,Chickpea Sedanini,3.49,Clearspring,,20.9,,0,5021554003199,8,250,g,
1,140320,8x250g,organic,Buckwheat Tortiglioni,2.79,Clearspring,,16.7,,0,5021554003175,8,250,g,
1,140510,7x250g,,Buckwheat Spirals,2.19,Orgran,,11.5,,0,720516722042,7,250,g,
1,140530,7x250g,,Corn and Vegetable Shells,1.99,Orgran,,10.45,,0,720516720451,7,250,g,
1,140532,4x200g,,Rice & Corn Lasagne Mini Sheets,2.98,Orgran,,8.95,,0,720516021008,4,200,g,
1,140535,7x250g,,Rice & Millet Spirals,2.09,Orgran,,10.95,,0,720516722028,7,250,g,
1,140545,7x250g,,Vegetable and Rice Spirals,2.09,Orgran,,10.95,,0,720516722301,7,250,g,
1,150505,12x500g,organic,White Macaroni Gomitini,1.3,La Bio-Idea,,11.7,,0,8015602000060,12,500,g,
1,150510,12x500g,organic,White Macaroni Penne,1.3,La Bio-Idea,,11.7,,0,8015602000435,12,500,g,
1,150512,12x275g,organic,White Farfalle (bows),1.2,La Bio-Idea,,10.8,,0,8015602000206,12,275,g,
1,150515,12x500g,organic,White Spaghetti,1.3,La Bio-Idea,,11.7,,0,8015602000077,12,500,g,
1,150520,12x500g,organic,White Fusilli,1.3,La Bio-Idea,,11.7,,0,8015602000138,12,500,g,
1,150523,12x500g,organic,White Tricolore Spaghetti,1.96,La Bio-Idea,,17.6,,0,8015602000145,12,500,g,
1,150524,12x500g,organic,White Tricolore Shells,1.96,La Bio-Idea,,17.6,,0,8015602000152,12,500,g,
1,150525,12x500g,organic,White Tricolore Fusilli,1.86,La Bio-Idea,,16.75,,0,8015602000015,12,500,g,
1,152505,12x500g,organic,White Spaghetti,1.65,Organico,,14.85,,0,5034210120017,12,500,g,
1,152520,12x500g,organic,White Fusilli (spiral),1.95,Organico,,17.55,,0,5034210120055,12,500,g,
1,152530,12x500g,organic,White Penne (quill),1.95,Organico,,17.55,,0,5034210120031,12,500,g,
1,169803,6x150g,organic,Taco Shells (12 corn shells) - Gluten-free,2.49,Amaizin,,10.5,,0,8718976017060,6,150,g,
1,169805,16x240g,organic,Soft Tortilla Wraps (6 wheat wraps),2.1,Amaizin,,25.25,,0,8717496903990,16,240,g,
1,169807,16x240g,organic,Extra Fibre Tortilla Wraps (6 wheat wraps),2.1,Amaizin,,25.25,,0,8718976015073,16,240,g,
1,169852,12x120g,organic,Buckwheat Crispbread,1.94,Amisa,r,17.5,,0,5032722315570,12,120,g,
1,169853,12x100g,organic,Chestnut Crispbread,2.03,Amisa,r,18.25,,0,5032722315730,12,100,g,
1,169854,8x180g,organic,Olive Ciabatta Bread,2.99,Amisa,,17.9,,0,5032722314221,8,180,g,
1,169855,12x150g,organic,Corn & Rice Crispbread,1.69,Amisa,r,15.2,,0,5032722309807,12,150,g,
1,169862,6x260g,organic,Gluten-free Pizza Bases - deep pan (2 bases),4.29,Amisa,,19.3,,0,5032722312081,6,260,g,
1,169865,12x100g,organic,Quinoa Fibre Plus Crispbread,1.69,Amisa,,15.2,,0,5032722314153,12,100,g,
1,169870,12x100g,organic,Veggie Garden Crispbread,1.43,Amisa,r,12.9,,0,5032722314146,12,100,g,
1,169905,6x200g,organic,Spelt Crispbread - Cheese & Pumpkin Seed,3.49,Amisa,,15.7,,0,5032722308237,6,200,g,
1,169907,6x200g,organic,Spelt Crispbread - Chia & Flax Seeds,2.89,Amisa,,13,,0,5032722311978,6,200,g,
1,169910,6x200g,organic,Spelt Crispbread - Onion,2.99,Amisa,,13.45,,0,5032722308220,6,200,g,
1,169915,6x200g,organic,Spelt Crispbread - Poppyseed,2.99,Amisa,,13.45,,0,5032722308213,6,200,g,
1,169920,6x200g,organic,Spelt Crispbread - Sesame & Sunflower Seed,2.99,Amisa,,13.45,,0,5032722308206,6,200,g,
1,169922,6x200g,organic,Spelt Crispbread - Muesli,3.09,Amisa,,13.9,,0,5032722309982,6,200,g,
1,169935,6x200g,organic,Italia Tomato & Herb Spelt Sticks,3.79,Amisa,,17.05,,0,5032722308930,6,200,g,
1,169940,6x200g,demeter,Spelt Melba Toast,2.99,Amisa,,13.45,,0,5032722309005,6,200,g,
1,169942,8x375g,organic,Rice Bread with Flax Seeds,3.99,Amisa,,23.9,,0,5032722314306,8,375,g,
1,169945,12x150g,organic,Amaranth Rice Crispbread,2.09,Amisa,,18.8,,0,5032722313163,12,150,g,
1,169950,12x100g,organic,Grissini - Corn & Rice,1.79,Amisa,,16.1,,0,5032722309944,12,100,g,
1,170105,10x300g,organic,Wheat Pizza Bases - 2 pack,2.49,Biona,,18.65,,0,5032722302389,10,300,g,
1,170107,10x300g,organic,Spelt Pizza Bases - 2 pack,3.89,Biona,,29.15,,0,5032722305984,10,300,g,
1,170108,10x300g,organic,Mini Wholewheat Pizza Bases - 4 pack,2.59,Biona,,19.4,,0,5032722302204,10,300,g,
1,170110,6x500g,organic,Rye Amaranth & Quinoa Bread,1.99,Biona,,8.95,,0,5032722305953,6,500,g,
1,170112,6x500g,organic,Rye Chia & Flax Bread,2.19,Biona,,9.85,,0,5032722312920,6,500,g,
1,170113,6x500g,organic,Rye & Hemp Seed Bread,2.09,Biona,,9.4,,0,5032722301245,6,500,g,
1,170115,6x500g,organic,Rye Cranberry & Coconut Bread,2.19,Biona,,9.85,,0,5032722314399,6,500,g,
1,170135,12x110g,organic,Corn Cakes - No Salt,1.39,Biona,,12.5,,0,5032722308497,12,110,g,
1,170140,12x100g,organic,Ricecakes with salt,1.15,Biona,,10.35,,0,5032722300521,12,100,g,
1,170145,12x100g,organic,Ricecakes no salt,1.15,Biona,,10.35,,0,5032722300590,12,100,g,
1,170150,12x100g,organic,Ricecakes with amaranth,1.29,Biona,,11.6,,0,5032722300545,12,100,g,
1,170152,12x100g,organic,Strawberry Yoghurt Coated Ricecakes,1.99,Biona,,14.9,V,2.98,5032722316126,12,100,g,
1,170153,12x100g,organic,Yoghurt Coated Ricecakes,1.99,Biona,,14.9,V,2.98,5032722316133,12,100,g,
1,170155,12x100g,organic,Spelt Cakes,1.39,Biona,,12.5,,0,5032722311480,12,100,g,
1,170160,12x100g,organic,Ricecakes with quinoa,1.29,Biona,,11.6,,0,5032722300583,12,100,g,
1,170162,6x500g,organic,Rye Bread,1.99,Biona,,8.95,,0,5032722301214,6,500,g,
1,170165,6x500g,organic,Rye Golden Linseed Bread,1.99,Biona,,8.95,,0,5032722303607,6,500,g,
1,170167,6x500g,organic,Rye & Pumpkin Seed Bread,2.09,Biona,,9.4,,0,5032722308053,6,500,g,
1,170168,6x500g,organic,Rye with Sunflower Bread,1.99,Biona,,8.95,,0,5032722301238,6,500,g,
1,170170,8x500g,organic,Pumpernickel Bread,1.99,Biona,,11.9,,0,5032722301252,8,500,g,
1,170171,6x250g,organic,Rice & Buckwheat Bread,3.69,Biona,,16.6,,0,5032722301917,6,250,g,
1,170172,6x250g,organic,Millet Bread,3.69,Biona,,16.6,,0,5032722301924,6,250,g,
1,170173,6x500g,organic,Rice Bread - large,4.39,Biona,,19.75,,0,5032722306431,6,500,g,
1,170174,6x500g,organic,Rice & Sunflower Seed Bread,4.49,Biona,,20.2,,0,5032722306448,6,500,g,
1,170175,6x500g,organic,Vitality Rye Bread - sprouted seeds,2.09,Biona,,9.4,,0,5032722312227,6,500,g,
1,170212,18x50g,organic,Dark Chocolate Coated Rice Cakes,1.69,BioFair,,19,V,3.8,5032722308527,18,50,g,
1,170305,10x2,organic,Pizza Bases,2.24,La Bio-Idea,,16.8,,0,8712153027255,10,2,,
1,170350,9x200g,organic,Rye Crispbread,1.97,Finn Crisp,,13.3,,0,6437005062421,9,200,g,
1,170390,12x100g,organic,Buckwheat Cakes,1.99,Fiorentini,,17.8,,0,8002885004212,12,100,g,
1,170395,12x120g,organic,Spelt Cakes,1.44,Fiorentini,,12.95,,0,8002885000207,12,120,g,
1,170402,12x250g,organic,Brown Rice Breadcrumbs,3.99,Clearspring,,35.9,,0,5021554000181,12,250,g,
1,170405,15x200g,organic,Traditional Oatcakes,2.29,Clearspring,,25.75,,0,5021554000549,15,200,g,
1,170407,15x200g,organic,Sundried Tomato & Herb Oatcakes,2.49,Clearspring,,28,,0,5021554000563,15,200,g,
1,170410,15x200g,organic,Sea Veg & Black Pepper Oatcakes,2.49,Clearspring,,28,,0,5021554000600,15,200,g,
1,170450,6x130g,organic,Brown Rice Cakes Buckwheat & Amaranth,1.49,Clearspring,,6.7,,0,5021554002727,6,130,g,
1,170452,6x130g,organic,Brown Rice Cakes Quinoa & Chia,1.49,Clearspring,,6.7,,0,5021554002741,6,130,g,
1,170454,6x130g,organic,Brown Rice Cakes 7 Super Seeds,1.49,Clearspring,,6.7,,0,5021554002765,6,130,g,
1,170457,12x130g,organic,Rice Cakes No Added Salt,0.99,Clearspring,,8.9,,0,5021554000242,12,130,g,
1,170462,12x130g,organic,Rice Cakes Salted,0.99,Clearspring,,8.9,,0,5021554000310,12,130,g,
1,170467,12x130g,organic,Rice Cakes Multigrain Salted,0.99,Clearspring,,8.9,,0,5021554000358,12,130,g,
1,170470,12x130g,organic,Corn Cakes - salted,1.15,Clearspring,,10.35,,0,5021554987635,12,130,g,
1,170505,6x150g,,Black Sesame Rice Cakes,3.19,Clearspring,,14.35,,0,5021554001706,6,150,g,
1,170510,12x150g,,Teryaki Rice Cakes,3.19,Clearspring,,28.7,,0,5021554001713,12,150,g,
1,170512,12x150g,,Sea Vegetable Rice Cakes,3.19,Clearspring,,28.7,,0,5021554984399,12,150,g,
1,170515,12x150g,,Tamari Garlic Rice Cakes,3.19,Clearspring,,28.7,,0,5021554001720,12,150,g,
1,170518,12x55g,organic,Wholegrain Rice Cakes - Buckwheat & Quinoa,2.29,Clearspring,,17.15,V,3.43,5021554003076,12,55,g,
1,170520,12x50g,organic,Rice Crackers - Olive Oil,1.99,Clearspring,,17.9,,0,5021554984122,12,50,g,
1,170525,12x50g,organic,Rice Crackers - Tamari,1.99,Clearspring,,17.9,,0,5021554984146,12,50,g,
1,170530,10x200g,organic,Rye Crispbread,1.03,Clearspring,r,7.7,,0,5021554003052,10,200,g,
1,170532,10x200g,organic,Rye Sesame Crispbread,1.19,Clearspring,r,8.9,,0,5021554003038,10,200,g,
1,170548,8x110g,,Cheddar Crunch Chickpea Crispbread,2.99,Easy Bean,,17.6,,0,5060165540365,8,110,g,
1,170550,8x110g,,Moroccan Spice Chickpea Crispbread,2.99,Easy Bean,,17.6,,0,5060165540167,8,110,g,
1,170552,8x110g,,Mung Bean Chickpea Crispbread,2.99,Easy Bean,,17.6,,0,5060165540181,8,110,g,
1,170553,8x110g,,Seaweed & Sesame Pepper Chickpea Crispbread,2.99,Easy Bean,,17.6,,0,5060165540389,8,110,g,
1,170556,8x110g,,Seeds & Black Pepper Chickpea Crispbread,2.99,Easy Bean,,17.6,,0,5060165540327,8,110,g,
1,171995,8x300g,,All Purpose Crumb,2.49,Orgran,,14.95,,0,720516020568,8,300,g,
1,172007,6x125g,,Toasted Corn Crispbread,1.99,Orgran,,8.95,,0,720516022050,6,125,g,
1,172012,6x125g,,Toasted Buckwheat Crispibread,1.99,Orgran,,8.95,,0,720516021961,6,125,g,
1,172015,6x125g,,Toasted Multigrain Crispibread,2.39,Orgran,,10.75,,0,720516022234,6,125,g,
1,173005,12x130g,organic,Thick Salted Rice Cakes,1.69,Kallo,,15.2,,0,5013665100065,12,130,g,
1,173010,12x130g,organic,Thick No Salt Rice Cakes,1.69,Kallo,,15.2,,0,5013665100058,12,130,g,
1,173030,6x130g,organic,Sesame Rice Cakes,1.49,Kallo,,6.65,,0,5013665100119,6,130,g,
1,173040,12x130g,organic,Unsalted Rice Cakes - Thin Slice,1.59,Kallo,,14.3,,0,5013665101246,12,130,g,
1,173065,12x110g,,Savoury Rice Cakes,2.29,Kallo,,17.2,V,3.44,5013665101536,12,110,g,
1,173085,16x90g,organic,Dark Chocolate Rice Cake Thins,2.39,Kallo,,23.9,V,4.78,5013665103028,16,90,g,
1,173086,16x90g,organic,Milk Chocolate Rice Cake Thins,2.39,Kallo,,23.9,V,4.78,5013665103455,16,90,g,
1,173255,8x200g,organic,Classic Wheat Crispbread,2.33,Karg,,13.95,,0,4033634061006,8,200,g,
1,173260,8x200g,organic,Emmental Cheese & Pumpkin Crispbread,2.57,Karg,,15.4,,0,4033634061020,8,200,g,
1,173262,8x200g,organic,3 Grain + 3 Seed Crispbread,2.53,Karg,,15.15,,0,4033634061181,8,200,g,
1,173264,8x200g,organic,Quinoa Amaranth & Spelt Crispbread,2.72,Karg,,16.3,,0,4033634062195,8,200,g,
1,173275,8x200g,organic,Spelt Seeded Crispbread,2.6,Karg,,15.6,,0,4033634061075,8,200,g,
1,173280,8x200g,organic,Spelt & Emmental Cheese Crispbread,2.78,Karg,,16.7,,0,4033634076086,8,200,g,
1,173285,8x200g,organic,Tomato & Mozzarella Crispbread,2.69,Karg,,16.15,,0,4033634066124,8,200,g,
1,173287,10x110g,organic,Emmental Cheese & Pumpkin Wholegrain Snack,2.05,Karg,,15.4,,0,4033634082025,10,110,g,
1,173290,6x130g,organic,Fairtrade Unsalted Rice Cakes,1.79,Kallo,,8.05,,0,5013665107248,6,130,g,
1,173295,12x130g,organic,Corn Cakes Thins Square Lightly Salted,1.59,Kallo,,14.3,,0,5013665103752,12,130,g,
1,173405,6x125g,organic,Buckwheat Crispbread - with salt & sugar,2.99,Le Pain des Fleurs,,13.45,,0,3380380062001,6,125,g,
1,173407,6x125g,organic,No Added Salt or Sugar Buckwheat Crispbread,2.99,Le Pain des Fleurs,,13.45,,0,3380380062018,6,125,g,
1,173410,6x125g,organic,Chestnut Crispbread,3.49,Le Pain des Fleurs,,15.7,,0,3380380064647,6,125,g,
1,173412,6x125g,organic,Multigrain Crispbread,2.99,Le Pain des Fleurs,,13.45,,0,3380380069949,6,125,g,
1,173415,6x125g,organic,Quinoa Crispbread,3.99,Le Pain des Fleurs,,17.95,,0,3380380062025,6,125,g,
1,173418,6x125g,organic,Tigernut Crispbread,3.49,Le Pain des Fleurs,,15.7,,0,3380380076657,6,125,g,
1,173450,12x100g,organic,Rice Cakes - Salted,0.95,Lima,,8.55,,0,5411788002493,12,100,g,
1,173452,12x100g,organic,Rice Cakes - Unsalted,0.95,Lima,,8.55,,0,5411788002509,12,100,g,
1,173455,12x100g,organic,Rice Cakes - Buckwheat,0.95,Lima,,8.55,,0,5411788002516,12,100,g,
1,173457,12x100g,organic,Rice Cakes - Quinoa,0.95,Lima,,8.55,,0,5411788034265,12,100,g,
1,174705,12x250g,organic,Oatcakes,1.44,Nairn's,,12.95,,0,61232200293,12,250,g,
1,174712,8x200g,organic,Super Seeded Oatcakes,1.63,Nairn's,,9.8,,0,612322000127,8,200,g,
1,174715,12x200g,,Cheese Oatcakes,1.63,Nairn's,,14.7,,0,61232201948,12,200,g,
1,174717,10x291g,,Rough Oatcakes,1.31,Nairn's,,9.85,,0,61232203072,10,291,g,
1,174720,12x218g,,Fine Milled Oatcakes,1.21,Nairn's,,10.85,,0,61232202952,12,218,g,
1,174722,8x200g,,Cracked Black Pepper Oatcakes,1.44,Nairn's,,8.65,,0,612322030063,8,200,g,
1,174723,8x225g,,Fruit and Seed Oatcakes,1.64,Nairn's,,9.8,,0,912322000202,8,225,g,
1,174726,12x200g,,Mini Oatcakes,1.63,Nairn's,,14.7,,0,612322020354,12,200,g,
1,174751,8x137g,,Wholegrain Crackers - gluten-free,1.93,Nairn's,,11.55,,0,,8,137,g,
1,174756,8x213g,,Gluten-free Oatcakes,2.15,Nairn's,,12.9,,0,612322000387,8,213,g,
1,174759,8x180g,,Gluten-free Super Seeded Oatcakes,2.15,Nairn's,,12.9,,0,,8,180,g,
1,174905,10x150g,organic,Croccantini,2.25,Organico,,16.9,,0,5034210522002,10,150,g,
1,174910,10x150g,organic,Rosemary Croccantini,2.25,Organico,,16.9,,0,5034210522026,10,150,g,
1,175305,8x120g,organic,Classic Grissini,1.95,Organico,,11.7,,0,5034210140015,8,120,g,
1,175310,8x120g,organic,Spelt Grissini,2.5,Organico,,15,,0,5034210140022,8,120,g,
1,175315,8x120g,organic,Omega3 Wholewheat & Flaxseed Grissini,1.95,Organico,,11.7,,0,5034210140046,8,120,g,
1,175320,8x120g,organic,Sesame Grissini,2.15,Organico,,12.9,,0,5034210140039,8,120,g,
1,175510,8x250g,,Oatcakes Rough,1.45,Paterson,,8.65,,0,5010745064460,8,250,g,
1,175540,9x250g,organic,Rye & Flax Protein Bread,2.89,Profusion,,19.5,,0,5032722313439,9,250,g,
1,175550,8x500g,organic,Super Oat Bread - Rye & Chia,2.49,Profusion,,14.9,,0,5032722314979,8,500,g,
1,175551,12x250g,organic,Turmeric Rice Bread,2.69,Profusion,,24.2,,0,,12,250,g,
1,175552,12x120g,organic,Chia Sorghum Thins,2.19,Profusion,,19.7,,0,5032722315167,12,120,g,
1,175555,12x120g,organic,Hemp Sorghum Thins,2.19,Profusion,,19.7,,0,5032722315174,12,120,g,
1,176005,8x90g,organic,Flax Herb Raw Crackers,4.49,Raw Health,,26.9,,0,5032722311381,8,90,g,
1,176015,8x90g,organic,Flax Pumpkin Raw Crackers,4.49,Raw Health,,26.9,,0,5032722311350,8,90,g,
1,176025,8x60g,organic,Chia Flax Chip Dippers,4.69,Raw Health,,28.1,,0,5032722312395,8,60,g,
1,176027,8x70g,organic,Nacho Style Chip Dippers,4.69,Raw Health,,28.1,,0,5032722312388,8,70,g,
1,176030,8x85g,organic,Ruby Roots Beetroot Chip Dippers,4.49,Raw Health,,26.9,,0,5032722312371,8,85,g,
1,176047,6x90g,organic,"Ancient Grains Crispbread - Chia, Quinoa, Paprika",4.49,Raw Health,,20.2,,0,5032722315105,6,90,g,
1,176055,8x100g,organic,Provençale Raw Crispbread,4.59,Raw Health,,27.5,,0,5032722311404,8,100,g,
1,176060,8x100g,organic,Intensely Italian Raw Crispbread,4.59,Raw Health,,27.5,,0,5032722311336,8,100,g,
1,176065,6x90g,organic,Supergreens Crispbread - Spirulina & Baobab,4.49,Raw Health,,20.2,,0,5032722315099,6,90,g,
1,176067,6x90g,organic,Mighty Maca Crispbread - Turmeric & Maca,4.49,Raw Health,,20.2,,0,5032722315082,6,90,g,
1,176190,5x120g,organic,Buckwheat & Blackbean Crackers,2.99,Rude Health,,10.45,,0,,5,120,g,
1,176195,5x150g,organic,Buckwheat & Chia Crackers,3.25,Rude Health,,11.35,,0,5060120283207,5,150,g,
1,176198,5x120g,organic,Chickpea & Lentil Crackers,2.99,Rude Health,,10.45,,0,,5,120,g,
1,176203,5x130g,organic,Corn Crackers,2.75,Rude Health,,9.6,,0,5060120281586,5,130,g,
1,176205,5x160g,organic,Multigrain Crackers,2.75,Rude Health,,9.6,,0,5060120281432,5,160,g,
1,176210,5x130g,organic,Oat & Spelt Crackers,2.75,Rude Health,,9.6,,0,5060120281456,5,130,g,
1,176215,5x130g,organic,Brown Rice Crackers,2.74,Rude Health,,9.6,,0,5060120281470,5,130,g,
1,176225,12x200g,organic,Black Sesame & Chia Oaty,2.5,Rude Health,,22.5,,0,,12,200,g,
